INT		NB			SB			EB			WB
#	LT	TH	RT	LT	TH	RT	LT	TH	RT	LT	TH	RT

125	0	0	0	0	0	0	0	1964	0	0	1355	0	
126	0	776	0	0	666	0	0	0	0	0	0	0	
127	0	594	0	0	730	0	0	0	0	0	0	0	
128	38	453	6	249	513	92	363	80	105	11	66	25	
129	18	292	169	26	212	106	114	127	14	126	151	29	
130	0	69	184	37	36	0	0	0	0	148	0	139	
131	0	812	259	217	784	0	0	0	0	520	0	223	
132	0	1325	0	0	1681	0	0	0	0	0	0	0	
133	10	174	0	815	713	221	18	104	20	5	41	252	
134	1229	0	230	0	0	0	0	511	1130	621	308	0	
135	64	669	0	0	1049	0	0	0	36	0	0	0	
136	0	0	0	0	0	0	0	0	0	0	0	0	
137	0	1071	0	0	570	8	0	0	70	0	0	0	
138	59	573	126	56	313	22	386	300	46	95	161	0	
139	241	508	0	3	353	562	635	8	506	0	8	9	
140	0	0	0	0	0	0	0	292	0	0	152	0	
141	0	66	2	15	148	0	0	0	0	9	0	20	
142	0	146	0	0	111	0	0	0	0	0	0	0	
143	51	933	0	0	1742	699	254	0	48	0	0	0	
144	0	3	49	0	5	11	1	63	0	85	92	0	
145	0	0	0	494	0	1	1	80	0	0	206	633	
146	0	0	0	428	0	427	116	271	0	0	71	229	
147	0	0	0	0	0	0	0	371	0	0	441	0	
148	0	0	0	0	0	0	0	0	0	0	0	0	
149	0	0	0	0	0	0	0	0	0	0	0	0	
150	0	0	0	0	0	0	0	626	0	0	973	0	
151	0	0	0	27	0	32	12	48	0	0	19	10	
152	21	1	49	62	2	36	0	880	11	70	780	43	
153	0	0	0	0	0	0	0	1261	0	0	272	0	
154	19	170	189	20	176	119	119	611	32	60	400	176	
155	0	0	0	101	0	29	20	781	0	0	806	0	
156	46	0	0	0	0	0	0	14	97	9	11	0	
157	0	0	0	43	0	112	22	1265	0	0	871	89	
158	48	152	0	288	258	0	67	8	10	7	9	2	
159	124	60	25	275	152	376	642	1664	47	226	1129	0	
160	0	0	0	0	0	0	0	0	0	0	0	0	
161	0	0	0	0	0	0	0	0	0	0	0	0	
162	147	0	147	0	0	0	0	755	203	140	684	0	
163	0	0	0	0	0	0	0	296	0	0	17	0	
164	35	0	8	2	0	254	161	379	30	10	906	0	
165	738	288	0	0	790	177	65	0	324	0	0	0	
166	0	0	0	0	0	0	0	0	0	0	0	0	
167	0	0	0	0	0	0	0	0	0	0	0	0	
168	0	0	0	0	0	0	0	0	0	0	0	0	
169	5	300	0	0	488	11	18	0	24	0	0	0	
170	0	0	0	0	0	0	0	0	0	0	0	0	
171	0	0	0	319	0	128	192	369	0	0	204	101	
172	0	0	0	0	0	0	0	0	0	0	0	0	
173	14	310	43	1	477	26	20	85	6	94	36	0	
174	93	348	3	144	1470	275	279	34	278	0	27	101	
175	0	76	37	57	212	172	106	1095	0	232	1081	107	
176	0	0	0	208	0	236	11	1181	0	0	920	102	
177	0	0	0	67	0	453	245	441	0	0	269	58	
178	0	0	0	171	0	314	115	1022	0	0	1023	133	
179	0	554	0	0	822	0	0	0	0	0	0	0	
180	0	274	79	0	795	0	0	0	0	171	0	0	
181	0	369	107	4	636	0	0	0	0	108	0	0	
182	0	0	0	0	0	0	0	353	0	0	244	0	
183	0	0	0	0	0	0	0	0	0	0	0	0	
184	0	1071	2	0	1304	0	0	0	0	76	0	0	
185	0	0	175	0	0	0	0	1217	0	311	1108	0	
186	2	741	0	0	266	11	5	0	5	0	0	0	
187	35	633	0	0	364	0	66	0	0	0	0	0	
188	0	865	0	0	1320	414	473	0	3	864	581	189	
189	0	0	0	0	0	1160	469	388	0	0	477	39	
190	122	230	355	74	111	3	14	705	67	220	500	94	
191	0	0	0	0	0	871	0	0	1002	0	0	0	
192	0	0	0	0	0	0	0	0	0	0	0	0	
193	0	0	0	0	0	0	0	0	0	0	0	0	
194	0	0	0	0	0	1	28	136	0	0	63	0	
195	0	1514	47	230	1311	0	0	0	0	0	0	416	
196	0	0	0	0	0	0	0	0	0	0	0	0	
197	66	0	0	0	0	0	0	165	71	0	153	0	
198	41	196	0	0	159	0	0	0	66	0	0	0	
199	79	0	0	0	0	0	0	459	194	0	62	0	
200	0	0	0	0	0	0	0	0	0	0	0	0	
201	0	0	0	0	0	0	0	0	0	0	0	0	
202	0	637	242	255	1494	0	0	0	0	174	0	100	
203	0	0	0	1450	0	219	148	902	0	0	542	728	
204	0	1362	189	341	1655	0	249	197	329	208	0	587	
205	0	214	0	85	268	0	0	0	0	0	0	30	
206	0	0	0	136	77	0	0	0	0	339	0	149	
207	0	42	39	0	114	0	0	0	0	94	0	0	
208	0	0	0	0	0	0	0	0	0	0	0	0	
209	0	0	0	0	0	0	0	0	0	0	0	0	
210	0	0	0	0	0	0	0	0	0	0	0	0	
211	0	0	0	0	0	0	0	0	0	0	0	0	
212	0	0	0	0	0	0	0	0	0	0	0	0	
213	0	0	0	0	0	0	0	0	0	0	0	0	
214	0	0	0	0	0	0	0	0	0	0	0	0	
215	261	451	0	0	350	1151	0	0	0	0	0	0	
216	77	0	21	0	0	0	0	127	47	12	257	0	
217	337	784	0	0	479	59	266	0	511	0	0	0	
218	24	173	60	88	340	105	64	33	17	133	49	36	
219	261	0	74	0	0	0	604	622	0	0	891	755	
220	76	0	447	0	0	0	60	1875	0	0	558	1133	
221	0	0	0	1796	0	186	0	140	589	464	171	0	
222	0	1144	0	0	2079	448	210	0	0	0	0	0	
223	266	0	23	0	0	0	0	1454	856	251	1415	0	
