1	818.000000	1425
2	786.000000	1500
3	1027.000000	1500
4	723.000000	1375
5	1067.000000	1375
6	885.000000	1500
7	1276.000000	1375
8	1434.000000	1375
9	1285.000000	1375
10	843.000000	1375
11	973.000000	1500
12	895.000000	1500
13	1099.000000	1500
14	1217.000000	1425
15	581.000000	1500
16	1043.000000	1425
17	383.000000	1425
18	970.000000	1425
19	782.000000	1500
20	897.000000	1375
21	1306.000000	1375
22	1052.000000	1375
23	1489.000000	1500
24	796.000000	1500
25	1228.000000	1375
26	1388.000000	1375
27	1435.000000	1375
28	519.000000	1500
29	1224.000000	1375
30	1250.000000	1375
31	1200.000000	1500
32	1351.000000	1375
33	767.000000	1425
34	1385.000000	1375
35	1374.000000	1375
36	1268.000000	1375
37	1077.000000	1425
38	1120.000000	1425
39	1325.000000	1375
40	1263.000000	1375
41	1618.000000	1375
42	1054.000000	1375
43	1416.000000	1375
44	1166.000000	1500
45	1287.000000	1425
46	604.000000	1425
47	1243.000000	1375
48	1475.000000	1375
49	1357.000000	1375
50	1306.000000	1375
51	1623.000000	1375
52	1678.000000	1425
53	1213.000000	1425
54	680.000000	1425
55	1266.000000	1425
56	827.000000	1500
57	986.000000	1375
58	1090.000000	1425
59	1622.000000	1375
60	1251.000000	1375
61	1476.000000	1375
62	1179.000000	1375
63	1065.000000	1375
64	1588.000000	1375
65	1255.000000	1500
66	838.000000	1500
67	696.000000	1500
68	1333.000000	1425
69	1140.000000	1375
70	1069.000000	1375
71	2152.000000	1375
72	1134.000000	1375
73	834.000000	1375
74	1371.000000	1375
75	1113.000000	1500
76	1228.000000	1500
78	1648.000000	1375
79	1571.000000	1375
81	1411.000000	1375
82	999.000000	1425
83	1198.000000	1500
85	1218.000000	1375
86	1304.000000	1375
87	1548.000000	1500
88	1231.000000	1375
89	927.000000	1425
90	631.000000	1425
91	416.000000	1425
92	1039.000000	1425
93	726.000000	1425
94	602.000000	1500
95	813.000000	1500
96	725.000000	1425
98	1429.000000	1425
99	1056.000000	1500
101	1285.000000	1375
102	1231.000000	1375
104	746.000000	1500
105	1158.000000	1375
106	702.000000	1425
107	1301.000000	1500
108	1333.000000	1425
114	1265.000000	1425
116	1665.000000	1425
117	1250.000000	1425
118	1294.000000	1425
126	414.000000	1500
128	1374.000000	1375
129	660.000000	1500
131	1121.000000	1375
132	825.000000	1425
133	1003.000000	1375
134	1097.000000	1425
135	880.000000	1500
136	641.000000	1500
137	691.000000	1500
138	1011.000000	1375
139	1516.000000	1375
142	613.000000	1500
143	1362.000000	1500
145	632.000000	1500
146	944.000000	1375
154	811.000000	1500
157	919.000000	1500
158	1456.000000	1375
159	1154.000000	1375
162	755.000000	1425
164	1183.000000	1375
165	1242.000000	1375
171	1121.000000	1500
174	1300.000000	1425
175	845.000000	1500
179	670.000000	1500
180	1124.000000	1375
181	702.000000	1425
185	828.000000	1500
188	1445.000000	1425
189	1077.000000	1425
190	1028.000000	1500
195	1118.000000	1375
198	981.000000	1500
202	806.000000	1375
203	1180.000000	1425
204	1233.000000	1375
216	921.000000	1500
219	1074.000000	1500
220	1233.000000	1425
221	1358.000000	1425
222	1181.000000	1375
223	1499.000000	1425
224	1079.000000	1425
225	949.000000	1425
226	1029.000000	1500
227	1126.000000	1425
228	1150.000000	1375
231	883.000000	1500
233	1407.000000	1375
234	1179.000000	1375
235	963.000000	1375
238	1060.000000	1375
239	1083.000000	1375
249	1472.000000	1375
250	743.000000	1425
251	1023.000000	1425
252	1056.000000	1500
254	890.000000	1425
255	1008.000000	1425
257	1205.000000	1500
258	852.000000	1500
259	987.000000	1425
260	1424.000000	1375
262	1471.000000	1500
263	1014.000000	1500
264	1340.000000	1375
265	1777.000000	1375
266	806.000000	1375
267	1419.000000	1375
268	1067.000000	1375
270	819.000000	1425
272	820.000000	1425
273	1065.000000	1425
274	199.000000	1375
275	1325.000000	1500
276	1522.000000	1425
277	1113.000000	1425
279	983.000000	1500
280	664.000000	1375
282	955.000000	1375
284	1102.000000	1425
285	922.000000	1375
287	797.000000	1375
288	0.000000	1375
291	947.000000	1425
292	1653.000000	1500
296	559.000000	1500
297	559.000000	1500
298	1538.000000	1500
299	688.000000	1425
300	901.000000	1500
