INT		NB			SB			EB			WB
#	LT	TH	RT	LT	TH	RT	LT	TH	RT	LT	TH	RT


1	0	0	0	96	0	81	54	244	0	0	320	55	
2	0	0	0	4	0	108	68	365	0	0	454	2	
3	210	179	6	11	81	94	81	128	130	9	188	23	
4	0	0	0	85	0	329	507	575	0	0	569	1	
5	56	584	51	265	301	135	212	251	17	29	241	307	
6	55	581	115	2	248	65	60	403	39	38	327	27	
7	223	586	28	110	311	23	76	692	53	497	472	60	
8	276	453	106	534	754	1	85	276	169	213	545	161	
9	154	385	162	260	594	16	30	337	176	524	401	124	
10	11	702	0	0	1294	0	0	0	19	0	0	0	
11	27	617	0	0	1032	0	0	0	17	0	0	0	
12	15	644	0	0	1049	0	0	0	0	0	0	0	
13	11	1	38	211	7	2	1	1060	17	54	722	28	
14	0	0	0	587	0	128	91	1218	0	0	676	515	
15	237	0	233	0	0	0	0	472	87	243	349	0	
16	271	402	378	302	354	14	25	578	132	338	1004	1	
17	160	169	138	197	463	103	66	907	59	184	718	183	
18	0	192	17	45	471	104	99	16	20	8	26	45	
19	0	0	0	169	0	365	75	644	0	0	627	157	
20	33	45	167	118	24	1	8	687	39	75	614	111	
21	61	714	409	184	337	29	31	1173	54	386	1342	3	
22	139	242	346	170	289	94	62	1009	283	231	921	74	
23	1	397	7	40	616	16	3	9	1	6	6	5	
24	41	48	99	459	0	54	53	724	171	145	685	161	
25	7	369	354	75	298	77	132	730	1	571	636	35	
26	177	824	458	388	602	0	0	1384	148	423	381	65	
27	484	353	52	319	253	0	106	1340	320	50	1247	139	
28	0	702	0	0	331	0	0	0	0	0	0	0	
29	0	243	93	30	398	236	290	855	13	169	1007	69	
30	237	461	643	349	344	514	25	404	1	567	1538	561	
31	1	575	4	2	942	166	196	5	1	19	34	2	
32	57	256	56	22	336	217	129	836	13	201	971	0	
33	0	0	0	0	0	732	690	1125	0	0	1490	66	
34	15	53	610	76	197	0	0	838	76	309	1157	170	
35	30	34	74	178	77	39	54	914	36	79	771	69	
36	285	325	207	153	568	10	130	568	578	363	607	53	
37	0	0	0	96	0	64	142	1389	0	0	1348	44	
38	56	104	90	0	249	250	269	1107	108	136	1086	0	
39	66	673	210	118	773	485	404	815	74	157	667	164	
40	7	456	120	25	603	346	237	932	9	257	853	32	
41	334	398	18	36	632	17	12	813	431	16	609	91	
42	0	526	48	66	844	0	0	0	0	34	0	80	
43	216	356	22	8	330	564	231	161	356	18	142	0	
44	0	462	289	69	593	0	0	0	0	323	0	48	
45	18	273	3	60	380	476	441	184	32	7	322	37	
46	0	0	0	0	0	0	0	862	0	0	713	0	
47	81	1012	113	264	1168	88	410	633	87	308	636	127	
48	8	847	424	25	1173	348	292	735	27	435	717	34	
49	140	1192	126	31	1526	5	17	726	118	83	568	49	
50	57	1188	41	71	1425	110	99	31	64	39	22	67	
51	43	1055	225	25	1373	172	162	149	54	214	145	27	
52	0	1155	70	48	1305	288	134	113	0	27	78	35	
53	0	1276	24	20	1373	0	0	83	0	3	29	12	
54	0	0	0	245	0	18	49	144	0	0	49	186	
55	186	1156	0	0	1327	49	144	0	245	0	0	0	
56	0	1342	0	0	1572	0	0	0	4	0	0	0	
57	117	1342	0	0	1575	0	0	0	551	0	0	0	
58	0	1017	160	0	1044	71	156	787	0	112	749	0	
59	0	926	154	0	1035	284	305	782	6	72	339	0	
60	0	613	399	77	795	614	483	624	179	213	489	92	
61	113	876	28	187	1000	0	0	466	470	25	297	137	
62	518	691	7	477	945	56	38	313	541	8	236	257	
63	131	416	68	46	615	72	150	459	121	101	371	22	
64	265	587	431	50	289	41	62	397	122	942	532	164	
65	79	1219	0	0	1529	38	25	0	100	0	0	0	
66	142	1009	82	74	1114	305	207	2	113	47	2	0	
67	0	587	0	0	733	64	44	0	0	0	0	0	
68	41	95	161	90	26	8	38	1003	17	118	1176	167	
69	262	815	21	12	538	35	20	17	82	19	11	1	
70	0	579	53	488	787	0	0	0	0	10	0	655	
71	859	656	24	22	993	384	1	70	592	54	425	24	
72	32	514	365	239	654	25	30	1324	366	0	1309	484	
73	778	594	0	0	698	245	233	0	509	0	0	0	
74	61	1022	267	326	552	20	33	267	131	154	242	261	
75	4	81	29	35	95	1	6	517	95	34	257	10	
76	213	106	54	95	129	2	1	372	316	38	203	3	
77	39	167	93	42	28	1	25	294	55	42	213	74	
78	452	808	82	340	989	60	236	179	446	282	145	272	
79	449	1515	308	143	882	95	86	227	234	89	323	111	
80	0	0	0	151	0	49	68	360	0	0	280	585	
81	27	1307	94	706	1123	165	388	324	15	142	458	801	
82	0	1065	296	291	1091	72	22	16	0	407	22	377	
83	21	432	46	110	586	14	14	35	14	40	19	52	
84	22	257	59	71	381	141	97	204	11	101	148	88	
85	172	1201	74	3	1436	231	2	6	124	127	96	134	
86	586	110	0	42	312	205	204	645	467	133	357	64	
87	133	238	19	0	292	99	158	67	379	11	36	0	
88	49	189	152	730	160	61	10	308	6	186	516	879	
89	0	507	489	764	567	0	0	0	0	251	0	19	
90	0	0	0	2	0	463	154	533	0	0	92	0	
91	0	0	0	865	0	9	288	247	0	0	83	234	
92	193	77	152	7	44	29	89	685	337	141	95	24	
93	0	321	0	0	214	147	211	0	0	0	0	0	
94	0	25	68	17	39	0	0	214	0	106	321	4	
95	0	390	0	0	352	0	0	0	0	0	0	0	
96	0	94	0	57	138	0	0	0	0	30	0	154	
97	5	413	12	45	551	1	0	79	9	9	15	9	
98	0	1004	133	338	2000	0	0	0	0	429	0	214	
99	162	0	1	0	0	0	0	144	496	195	53	0	
100	0	0	0	39	0	106	68	182	0	0	265	25	
101	78	163	543	144	1022	59	250	508	415	427	540	377	
102	6	50	77	240	140	1	0	500	324	78	263	359	
103	2	0	0	15	0	4	10	98	4	0	276	29	
104	0	0	0	269	0	22	97	371	0	0	181	33	
105	509	1407	181	14	1673	0	0	0	0	301	197	41	
106	41	0	0	0	0	0	0	663	26	0	1668	0	
107	340	344	374	788	428	1	86	1002	365	240	906	427	
108	97	1033	3	0	0	0	41	3	0	0	191	117	
109	17	12	0	0	28	50	38	0	22	0	0	0	
110	0	0	0	0	0	0	0	374	0	0	254	0	
111	0	271	0	0	503	51	94	0	1	0	0	0	
112	0	0	0	0	0	0	0	364	0	0	361	0	
113	0	131	0	0	633	0	0	0	0	0	0	0	
114	211	0	484	0	0	0	0	502	154	322	458	0	
115	0	0	0	192	0	8	5	1	0	0	82	762	
116	0	0	0	46	0	148	317	669	0	0	632	527	
117	373	0	39	0	0	0	0	269	97	68	567	0	
118	0	805	134	376	338	0	0	0	0	28	0	353	
119	53	0	84	0	0	0	0	123	23	47	64	0	
120	285	140	0	0	96	0	0	0	518	0	0	0	
121	0	1241	0	0	1375	0	0	0	0	0	0	0	
122	37	1134	0	0	0	0	0	0	0	0	0	0	
123	0	474	191	377	204	0	0	0	0	179	0	652	
124	0	75	628	319	343	0	0	0	0	481	0	576	
125	0	0	0	0	0	0	0	1992	0	0	1366	0	
126	0	780	0	0	669	0	0	0	0	0	0	0	
127	0	606	0	0	715	0	0	0	0	0	0	0	
128	38	425	8	251	477	146	376	76	124	11	74	39	
129	18	294	186	26	207	102	102	105	3	133	130	29	
130	0	89	149	25	41	0	0	0	0	151	0	109	
131	0	849	268	236	785	0	0	0	0	520	0	197	
132	0	1337	0	0	1669	0	0	0	0	0	0	0	
133	9	172	0	815	702	222	18	106	20	7	40	259	
134	1228	0	236	0	0	0	0	513	1127	610	311	0	
135	64	671	0	0	1040	0	0	0	38	0	0	0	
136	0	877	0	0	621	0	0	0	0	0	0	0	
137	0	1090	0	0	623	8	0	0	73	0	0	0	
138	62	581	138	56	318	16	387	291	46	96	168	1	
139	300	546	0	0	405	562	678	0	535	0	0	0	
140	0	0	0	0	0	0	0	300	0	0	149	0	
141	0	82	27	0	168	0	0	0	0	8	0	13	
142	0	151	0	0	103	0	0	0	0	0	0	0	
143	50	878	0	0	1737	689	255	0	47	0	0	0	
144	0	3	68	0	5	1	1	90	0	107	94	0	
145	0	0	0	466	0	1	1	64	0	0	190	633	
146	0	0	0	426	0	418	30	282	0	0	70	229	
147	0	0	0	0	0	0	0	369	0	0	456	0	
148	0	0	0	0	0	0	0	0	0	0	0	45	
149	0	540	0	0	870	67	0	0	0	0	0	0	
150	0	0	0	0	0	0	0	719	0	0	992	0	
151	0	0	0	24	0	12	5	6	0	0	43	3	
152	15	0	66	62	2	36	0	905	11	71	868	43	
153	0	0	0	0	0	0	0	1253	0	0	270	0	
154	18	174	197	34	161	113	125	606	13	98	372	156	
155	0	0	0	100	0	29	21	847	0	0	779	0	
156	47	0	0	0	0	0	0	13	96	9	15	0	
157	0	0	0	21	0	165	22	1255	0	0	810	95	
158	47	167	1	306	246	1	55	6	10	14	10	2	
159	123	72	26	257	189	379	635	1710	46	199	1153	13	
160	0	312	0	0	334	0	0	0	0	0	0	0	
161	0	297	31	17	296	0	0	0	0	20	0	2	
162	179	0	120	0	0	0	0	742	235	78	642	0	
163	0	0	0	0	0	0	0	312	0	0	26	0	
164	0	0	8	0	0	0	0	0	0	10	0	0	
165	718	306	0	0	749	182	57	0	345	0	0	0	
166	0	0	0	0	0	0	0	0	0	0	0	0	
167	0	0	48	0	0	0	0	49	0	16	24	0	
168	0	840	0	0	874	0	0	0	0	0	0	0	
169	5	306	0	0	486	11	17	0	24	0	0	0	
170	0	647	0	0	822	48	0	0	38	0	0	0	
171	0	0	0	330	0	129	195	362	0	0	218	102	
172	0	35	0	174	71	201	190	0	1	0	0	75	
173	14	317	44	1	466	27	20	84	6	94	34	0	
174	94	352	3	140	1461	271	268	34	277	0	27	101	
175	0	101	58	60	224	172	119	1078	0	223	1050	107	
176	0	0	0	210	0	238	38	1192	0	0	894	121	
177	0	0	0	67	0	435	244	512	0	0	297	58	
178	0	0	0	169	0	292	107	1061	0	0	1006	127	
179	0	597	0	0	900	0	0	0	0	0	0	0	
180	0	284	79	0	761	0	0	0	0	170	0	0	
181	0	392	113	14	624	0	0	0	0	92	0	0	
182	0	0	0	0	0	0	0	346	0	0	265	0	
183	0	0	0	16	0	0	0	1084	0	0	691	48	
